pmid,title,abstract,journal,year,authors,mesh_terms,keywords,relevance_score
40603200,Advances in the critical care management for patients with hematological malignancies.,"Hematological malignancies (HMs) are increasingly associated with life-threatening complications requiring intensive care unit (ICU) management. Recent advancements in therapies, diagnostics, and critical care protocols have improved outcomes for these patients, yet significant challenges persist. This manuscript explores the evolving landscape of critical care in hematology, emphasizing the unique complications, management strategies, and future directions in the field. Patients with HMs are particularly vulnerable to infections, sepsis, organ dysfunction, and treatment-related toxicities such as cytokine release syndrome (CRS), immune effector cell-associated neurotoxicity syndrome (ICANS), and coagulopathies. Innovations in the management of acute respiratory failure, septic shock, and invasive fungal infections have contributed to better survival rates, yet outcomes remain suboptimal for certain high-risk groups. Furthermore, new therapies, including CAR-T cells, bispecific antibodies, and immune checkpoint inhibitors, present both opportunities and challenges in the ICU setting due to their potential toxicities. Emerging trends emphasize the importance of early ICU admission, multidisciplinary collaboration, and precision medicine in improving patient care. The integration of biomarker-driven strategies, advanced diagnostics, and artificial intelligence holds promise for optimizing therapeutic interventions and enhancing antimicrobial stewardship. Additionally, patient-centered approaches, including time-limited trials and goal-oriented discussions, aim to balance aggressive care with quality-of-life considerations. This review underscores the need for continued research to address disparities in access to care, improve long-term outcomes, and develop standardized protocols for managing critically ill hematology patients. By advancing the integration of oncology and critical care, clinicians can better navigate the complexities of modern therapies and provide holistic, evidence-based care that aligns with patient values and priorities.",Blood reviews,2025,Elie Azoulay; Lara Zafrani; Joseph Nates; Alexis Maillard; Dara Chean; Bruno Ferreyro; Judith E Nelson; Philippe R Bauer; Kathryn Puxty; Cristina Gutierrez; Naike Bigé; Eric Mariotte; Sandrine Valade; Boris Boell; Kathleen Puntillo; Antoine Lafarge; Marcio Soares; Peter Schellongowski; Emmanuel Canet; Pedro Castro; Alexandre Demoule; Frédéric Pène; Laveena Munshi; Alexander Shimabukuro-Vornhagen; Thomas Staudinger; Lene Russell; Sara Fernandez; Matthias Kochanek; Virginie Lemiale; Michael von Bergwelt-Baildon; Michael Darmon; Ignacio Martin-Loeches,[],"['Aspergillosis', 'Leukemia', 'Mechanical ventilation', 'Neutropenia', 'Pneumocystis', 'Transplantation']",2
38900075,Postdiscontinuation Antibiotic Exposure in Hospitalized Infants at Risk for Late-onset Sepsis in the Neonatal Intensive Care Unit.,"In the neonatal intensive care unit, infants are at risk for late-onset sepsis. When blood cultures are negative, antibiotic stewardship efforts encourage stopping antibiotics, yet the duration of therapeutic exposure after the last dose is unknown.",The Pediatric infectious disease journal,2024,Kelly C Wade; Rachel G Greenberg; Daniel K Benjamin; Lydia Li-Hui Chen; Brandon Vo; Berwyn Liselle Ang; Angelique Boutzoukas; Kanecia Zimmerman; Reese H Clark; Michael Cohen-Wolkowiez; Jennifer Le,"['Humans', 'Anti-Bacterial Agents', 'Infant, Newborn', 'Retrospective Studies', 'Intensive Care Units, Neonatal', 'Microbial Sensitivity Tests', 'Male', 'Female', 'Sepsis', 'Tobramycin', 'Cefepime', 'Infant', 'Monte Carlo Method', 'Piperacillin, Tazobactam Drug Combination', 'Antimicrobial Stewardship', 'Infant, Premature']",[],2
40607535,Acute infectious gastroenteritis in childhood: the role of rapid multiplex molecular syndromic panels in diagnosis and clinical management.,"Acute infectious diarrhea is a major global health issue, especially in children, as gastrointestinal infections are the second most common infectious disease after respiratory infections. The implementation of rapid multiplex molecular syndromic panels (RMMSP) for the comprehensive detection and identification of enteric pathogens in stool samples has enhanced diagnostic precision, supplementing-or, in some cases, replacing-traditional methodologies. This narrative, non-systematic review synthesized the available evidence on the clinical performance of gastrointestinal RMMSP up to December 31, 2024. On May 27, 2024, specialists in Pediatrics and Microbiology met to assess the use of RMMSP in pediatric gastrointestinal infection diagnosis. This review focused on RMMSP applicable to urgent management of infectious acute gastroenteritis (AGE), excluding those panels unsuitable for immediate diagnosis. RMMSP facilitated rapid pathogen detection in pediatric infectious AGE and have shown potential advantages over traditional microbiological methods, including a reduction in time to appropriate treatment. Their use appeared particularly useful in emergency and inpatient settings for inflammatory AGE, prolonged traveler's diarrhea, or cases at risk for complications. They were also considered for outpatient diagnosis in moderate/severe cases, chronic diarrhea, or immunocompromised patients. Within a diagnostic stewardship framework, current evidence suggests that RMMSP can contribute to minimizing unnecessary testing and hospitalizations, improving outbreak control, and optimizing antimicrobial use. However, further research is necessary to refine diagnostic workflows and ensure timely result delivery. This document evaluated key aspects regarding the application of RMMSP in pediatric infectious AGE, aiming to establish standardized protocols, support clinical decision-making, and facilitate optimal patient management.",Revista espanola de quimioterapia : publicacion oficial de la Sociedad Espanola de Quimioterapia,2025,Ana Belén Jiménez-Jiménez; Fátima Galán-Sánchez; Milagros García-López Hortelano; Victoria Fumadó; Llanos Salar-Vidal; José Tomás Ramos-Amador; Ana Isabel Menasalvas-Ruiz,"['Humans', 'Gastroenteritis', 'Child', 'Acute Disease', 'Diarrhea', 'Feces', 'Molecular Diagnostic Techniques', 'Child, Preschool']","['Acute gastroenteritis', 'Culture-independent diagnostic test', 'Diarrhea', 'Gastrointestinal infection', 'Multiplex PCR panel', 'Rapid multiplex molecular syndromic panels']",2
40169124,"[Epidemiology, diagnosis and treatment of adult patients with nosocomial pneumonia]."," Nosocomial pneumonia, encompassing hospital-acquired (HAP) and ventilator-associated pneumonia (VAP), remains a major cause of morbidity and mortality in hospitalized adults. In response to evolving pathogen profiles and emerging resistance patterns, this updated S3 guideline (AWMF Register No. 020-013) provides an evidence-based framework to enhance the diagnosis, risk stratification, and treatment of nosocomial pneumonia.","Pneumologie (Stuttgart, Germany)",2025,Jessica Rademacher; Santiago Ewig; Béatrice Grabein; Irit Nachtigall; Marianne Abele-Horn; Maria Deja; Martina Gaßner; Sören Gatermann; Christine Geffers; Herwig Gerlach; Stefan Hagel; Claus Peter Heußel; Stefan Kluge; Martin Kolditz; Evelyn Kramme; Hilmar Kühl; Marcus Panning; Peter-Michael Rath; Gernot Rohde; Bernhard Schaaf; Helmut J F Salzer; Dierk Schreiter; Hans Schweisfurth; Susanne Unverzagt; Markus A Weigand; Tobias Welte; Mathias W Pletz,[],[],2
40149056,Multiplex PCR Pneumonia Panel in Critically Ill Patients Did Not Modify Mortality: A Cohort Study.,"In critically ill patients, identification of the pathogen may allow for the timely adjustment of antibiotics and improved outcomes. ","Antibiotics (Basel, Switzerland)",2025,Luisa Fernanda Riaño-Sánchez; Carlos Arturo Alvarez-Moreno; Marcela Godoy; Claudia Rocío Sierra; Margarita Inés Castañeda; Jorge Alberto Cortés,[],"['antimicrobial stewardship', 'intensive care unit', 'molecular diagnosis', 'multiplex polymerase chain reaction', 'pneumonia']",2
31075401,Non-intravenous carbapenem-sparing antibiotics for definitive treatment of bacteraemia due to Enterobacteriaceae producing extended-spectrum β-lactamase (ESBL) or AmpC β-lactamase: A propensity score study.,"Carbapenems are considered the treatment of choice for extended-spectrum β-lactamase (ESBL)- or AmpC β-lactamase-producing Enterobacteriaceae bacteraemia. Data on the effectiveness of non-intravenous carbapenem-sparing antibiotic options are limited. This study compared the 30-day mortality and clinical failure associated with the use of carbapenems versus alternative non-intravenous antibiotics for the definitive treatment of ESBL/AmpC-positive Enterobacteriaceae bacteraemia. This 12-year retrospective study (2004-2015) included all patients with bacteraemia due to ESBL/AmpC-producing Enterobacteriaceae at a Spanish hospital. Given the lack of randomisation of initial therapies, a propensity score for receiving carbapenems was calculated. There were 1115 patients with a first episode of bacteraemia due to Escherichia coli or Klebsiella pneumoniae, of which 123 (11.0%) were ESBL/AmpC-positive. There were 101 eligible patients: 59 in the carbapenem group and 42 in the alternative treatment group (trimethoprim/sulfamethoxazole 59.5%, quinolones 21.4%). The most frequent sources of infection were urinary (63%) and biliary (15%). Compared with the carbapenem group, patients treated with an alternative regimen had a shorter hospital stay [median (IQR) 7 (5-10) days vs. 12 (9-18) days; P < 0.001]. Use of an alternative non-intravenous therapy did not increase mortality (OR = 0.27, 95% CI 0.05-1.61; P = 0.15). After controlling for confounding factors with the propensity score, the adjusted OR of carbapenem treatment was 4.95 (95% CI 0.94-26.01; P = 0.059). Alternative non-intravenous carbapenem-sparing antibiotics could have a role in the definitive treatment of ESBL/AmpC-positive Enterobacteriaceae bacteraemia, allowing a reduction in carbapenem use. Use of trimethoprim/sulfamethoxazole in this series showed favourable results.",International journal of antimicrobial agents,2019,Yolanda Meije; Carles Pigrau; Núria Fernández-Hidalgo; Mercedes Clemente; Lucía Ortega; Xavier Sanz; Jose Loureiro-Amigo; Montserrat Sierra; Ana Ayestarán; Alejandra Morales-Cartagena; Alba Ribera; Alejandra Duarte; Gabriela Abelenda; Jesús Rodríguez-Baño; Joaquim Martínez-Montauti,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Anti-Bacterial Agents', 'Bacteremia', 'Enterobacteriaceae', 'Enterobacteriaceae Infections', 'Female', 'Hospitals', 'Humans', 'Length of Stay', 'Male', 'Middle Aged', 'Propensity Score', 'Retrospective Studies', 'Spain', 'Survival Analysis', 'Treatment Outcome', 'Young Adult', 'beta-Lactamases']","['AmpC β-lactamase', 'Carbapenem-sparing antibiotics', 'Enterobacteriaceae bacteraemia', 'Extended-spectrum β-lactamase', 'Stewardship', 'Trimethoprim/sulfamethoxazole']",2
30880265,The economic impact of antimicrobial stewardship programmes in hospitals: a systematic literature review.,"Antimicrobial stewardship programmes (ASPs) include strategies that enable sustainable management of rational anti-infective treatment in the clinical setting. The successful introduction of ASPs requires close interdisciplinary collaboration among various health professionals, including the hospital management. So far, ASPs have been evaluated mainly from a clinical-pharmacological and infectious disease perspective.",The Journal of hospital infection,2019,C Huebner; S Flessa; N-O Huebner,"['Anti-Bacterial Agents', 'Antimicrobial Stewardship', 'Drug Utilization', 'Health Care Costs', 'Hospitals', 'Humans']","['Antibiotic resistance', 'Antibiotics', 'Antimicrobial stewardship', 'Hospital', 'Infection control', 'Multidrug-resistant organisms']",2
30464557,"Community acquired pneumonia among adult patients at an Egyptian university hospital: bacterial etiology, susceptibility profile and evaluation of the response to initial empiric antibiotic therapy.","Effective empirical antibiotic therapy for community acquired pneumonia (CAP), based on frequently updated data about the pattern of bacterial distribution and their antimicrobial susceptibilities, is mandatory.",Infection and drug resistance,2018,Rehab H El-Sokkary; Raghdaa A Ramadan; Mohamed El-Shabrawy; Lobna A El-Korashi; Abeer Elhawary; Sameh Embarak; Rehab M Elsaid Tash; Neveen G Elantouny,[],"['antibiotic stewardship', 'atypical bacteria', 'community', 'empirical therapy', 'infection control', 'pneumonia', 'respiratory infection']",2
30144239,Antibiotic de-escalation in patients with pneumonia in the intensive care unit: A systematic review and meta-analysis.,"Antibiotic de-escalation is part of an antibiotic stewardship strategy to achieve adequate therapy for infections while avoiding the prolonged use of broad-spectrum antibiotics. However, there is a paucity of clinical evidence on the clinical impact of this strategy in pneumonia patients in the intensive care unit (ICU). This review aimed to evaluate the impact of antibiotic de-escalation therapy for adult patients diagnosed with pneumonia in the ICU.",International journal of clinical practice,2018,Rahela Ambaras Khan; Zoriah Aziz,"['Anti-Bacterial Agents', 'Antimicrobial Stewardship', 'Humans', 'Intensive Care Units', 'Length of Stay', 'Observational Studies as Topic', 'Pneumonia', 'Survival Rate']",[],2
30111341,Effect of procalcitonin-guided antibiotic treatment on clinical outcomes in intensive care unit patients with infection and sepsis patients: a patient-level meta-analysis of randomized trials.,"The clinical utility of serum procalcitonin levels in guiding antibiotic treatment decisions in patients with sepsis remains unclear. This patient-level meta-analysis based on 11 randomized trials investigates the impact of procalcitonin-guided antibiotic therapy on mortality in intensive care unit (ICU) patients with infection, both overall and stratified according to sepsis definition, severity, and type of infection.","Critical care (London, England)",2018,Yannick Wirz; Marc A Meier; Lila Bouadma; Charles E Luyt; Michel Wolff; Jean Chastre; Florence Tubach; Stefan Schroeder; Vandack Nobre; Djillali Annane; Konrad Reinhart; Pierre Damas; Maarten Nijsten; Arezoo Shajiei; Dylan W deLange; Rodrigo O Deliberato; Carolina F Oliveira; Yahya Shehabi; Jos A H van Oers; Albertus Beishuizen; Armand R J Girbes; Evelien de Jong; Beat Mueller; Philipp Schuetz,"['Anti-Bacterial Agents', 'Biomarkers', 'Humans', 'Intensive Care Units', 'Length of Stay', 'Organ Dysfunction Scores', 'Patient Outcome Assessment', 'Procalcitonin', 'Randomized Controlled Trials as Topic', 'Sepsis']","['Antibiotic stewardship', 'Meta-analysis', 'Procalcitonin', 'Sepsis']",2
30092780,Impact of matrix-assisted laser desorption/ionization time of flight mass spectrometric evaluation on the clinical outcomes of patients with bacteremia and fungemia in clinical settings lacking an antimicrobial stewardship program: a pre-post quasi experimental study.,"Several studies have evaluated the impact of matrix-assisted laser desorption/ionization time-of-flight (MALDI-TOF) mass spectrometry (MS) combined with antimicrobial stewardship in patients with positive blood cultures; clinical outcomes improved. However, in many hospitals, antimicrobial stewardship is not available because of restricted medical resources. Thus, we investigated the impact of evaluation by MALDI-TOF MS on the clinical outcomes of patients with bacteremia and fungemia treated in a clinical setting lacking an antimicrobial stewardship program (ASP).",BMC infectious diseases,2018,Yong Duk Jeon; Hye Seong; Dokyun Kim; Mi Young Ahn; In Young Jung; Su Jin Jeong; Jun Yong Choi; Young Goo Song; Dongeun Yong; Kyungwon Lee; June Myung Kim; Nam Su Ku,"['Aged', 'Anti-Infective Agents', 'Antimicrobial Stewardship', 'Bacteremia', 'Bacteria', 'Female', 'Fungemia', 'Fungi', 'Humans', 'Length of Stay', 'Male', 'Middle Aged', 'Program Evaluation', 'Recurrence', 'Retrospective Studies', 'Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization', 'Treatment Outcome']","['Antimicrobial stewardship program', 'Bacteremia', 'Clinical outcome', 'Fungemia', 'Matrix-assisted laser desorption/ionization time-of-flight']",2
31807031,Interprofessional Antimicrobial Stewardship Influencing ,To reduce ,Infection and drug resistance,2019,Junichi Yoshida; Tetsuya Kikuchi; Takako Ueno; Akiko Mataga; Ikuyo Asano; Kazuhiro Otani; Tetsuro Tamura; Masao Tanaka,[],"['broad-spectrum antibiotics', 'clindamycin', 'diagnosis', 'infection control', 'multidisciplinary']",2
37517625,Effect of a national antibiotic stewardship intervention in China targeting carbapenem overuse: An interrupted time-series analysis.,To assess trends and patterns of carbapenem use and to evaluate the effects of a nationwide antibiotic stewardship policy to reduce carbapenem overuse.,International journal of antimicrobial agents,2023,Sen Xu; Chenai Kitchen; Yang Liu; John Alimamy Kabba; Khezar Hayat; Xinyu Wang; Geng Wang; Fang Zhang; Jie Chang; Yu Fang; Anita K Wagner; Dennis Ross-Degnan,"['Carbapenems', 'Anti-Bacterial Agents', 'Antimicrobial Stewardship', 'Penicillins', 'Tertiary Care Centers', 'China']","['Antimicrobial stewardship', 'Carbapenem use', 'Healthcare institutions', 'Interrupted time-series analysis', 'Policy intervention']",2
39288390,Bacterial co-infections in cancer patients with COVID-19: predictors and antimicrobial resistance trends.,"Within the context of the coronavirus disease 2019 (COVID-19) pandemic, this study investigated the multifaceted challenges of bacterial infections in cancer patients with COVID-19. It focuses on clinical predictors, resistance patterns, and microbiological characteristics.",Journal of infection in developing countries,2024,Rasha M Abdel-Hamid; Ahmed Bayoumi; Mona S Abdellateif; Hend A Nooh; Lobna Refaat; Eman Z Kandeel; Safaa S Hassan,"['Humans', 'COVID-19', 'Male', 'Coinfection', 'Middle Aged', 'Neoplasms', 'Female', 'Aged', 'Bacterial Infections', 'Anti-Bacterial Agents', 'Adult', 'SARS-CoV-2', 'Drug Resistance, Bacterial', 'Microbial Sensitivity Tests', 'Bacteremia', 'Aged, 80 and over', 'Respiratory Tract Infections', 'Bacteria']","['COVID-19', 'Critical', 'cancer patients', 'co-infections', 'multidrug-resistant', 'secondary infections', 'severe']",2
39682325,Fecal Carriage and Risk Factors Associated with Extended-Spectrum β-Lactamase-/AmpC-/Carbapenemase-Producing ,"MDR bacteria are an emerging global threat to public health, and the role of dogs in the rise of antimicrobial resistance is under investigation. This study investigated the fecal shedding of extended-spectrum β-lactamase (ESBL)-, AmpC- and carbapenemase (CP)-producing ",Animals : an open access journal from MDPI,2024,Alessia Facchin; Gabriele Ratti; Joel Filipe; Martina Penati; Alessia L Gazzonis; Greta Masiero; Paola Dall'Ara; Giovanni L Alborali; Stefania Lauzi,[],"['AmpC', 'ESBL', 'antimicrobial resistance', 'canine', 'carbapenemase']",2
39614142,"Arcobacter species isolated from human stool samples, animal products, ready-to-eat salad mixes, and ambient water: prevalence, antimicrobial susceptibility, and virulence gene profiles.","Arcobacter species are emerging foodborne pathogens increasingly associated with human illness worldwide. They are commonly found in the gastrointestinal tracts of animals and are frequently isolated from various food sources, including raw meat, poultry, and seafood. The aim of this study is to investigate the antimicrobial resistance patterns of Arcobacter spp. isolated from human stool samples, animal products, ready-to-eat salad mixes, and ambient water, assess the presence of resistance genes, and explore their potential implications for public health.",BMC infectious diseases,2024,Hossein Niyayesh; Ebrahim Rahimi; Amir Shakerian; Faham Khamesipour,"['Arcobacter', 'Humans', 'Animals', 'Feces', 'Anti-Bacterial Agents', 'Prevalence', 'Meat', 'Food Microbiology', 'Microbial Sensitivity Tests', 'Virulence Factors', 'Drug Resistance, Bacterial', 'Water Microbiology', 'Chickens', 'Virulence', 'Gram-Negative Bacterial Infections', 'Milk', 'Cattle']","['Arcobacter spp', 'Antimicrobial resistance', 'Food contamination', 'Human stool']",2
40915961,"Comparison of clinical manifestations, antimicrobial susceptibility patterns, and carbapenem resistance determinants between Acinetobacter seifertii and Acinetobacter nosocomialis isolated in Taiwan.","Acinetobacter seifertii, a recently identified member of the Acinetobacter calcoaceticus-Acinetobacter baumannii (Acb) complex, has emerged as a cause of severe human infections. It is closely related to Acinetobacter nosocomialis, a major pathogen of the Acb complex. Here, we aimed to explore the clinical and molecular differences between these two species.","Journal of microbiology, immunology, and infection = Wei mian yu gan ran za zhi",2025,Yi-Tzu Lee; Jun-Ren Sun; Li-Hua Li; Ya-Sung Yang; Hao-Ming Chang; Pei-Yin Lin; Po-Hsiang Liao; Fang-Yu Kang; Te-Li Chen; Yung-Chih Wang,[],"['Acinetobacter nosocomialis', 'Acinetobacter seifertii', 'Bacteremia', 'Carbapenem resistance', 'MALDI-TOF/MS']",2
40888899,Antibiotic therapy for severe bacterial infections.,"Early antibiotic therapy for patients with severe infections is essential to improve outcomes. Conversely, use of overly broad antibiotic therapy for susceptible pathogens or unnecessary antibiotics in patients without bacterial infections is associated with adverse life-threatening events and superinfections. Antibiotics-induced changes in the human microbiota alter both immune and metabolic systems. Uncontrolled antibiotic use encourages emergence of antibiotic-resistant organisms. Around 50% of ICU patients receiving antibiotic therapy do not have confirmed infections, whilst de-escalation and shortened treatment duration are infrequently performed. Mortality from serious infections remains high, highlighting the need for treatment optimisation.",Intensive care medicine,2025,Jean-François Timsit; Lowell Ling; Etienne de Montmollin; Hendrik Bracht; Andrew Conway-Morris; Liesbet De Bus; Marco Falcone; Patrick N A Harris; Flavia R Machado; José-Artur Paiva; David L Paterson; Garyphallia Poulakou; Jason A Roberts; Claire Roger; Andrew F Shorr; Alexis Tabah; Jeffrey Lipman,"['Humans', 'Anti-Bacterial Agents', 'Bacterial Infections', 'Intensive Care Units']","['Antibiotic stewardship', 'Antibiotics', 'Critically ill', 'Pharmacokinetics', 'Rapid diagnostic tests', 'Sepsis']",2
40877762,"Epidemiology, antibiotic resistance, and molecular detection of blaOXA and blaCTX-M Genes in ESBL-Producing Escherichia coli from urinary tract infections in Jordanian hospitals.","Urinary tract infections (UTIs) impose significant challenges among patients infected with multidrug-resistant Escherichia coli (E. coli). The emergence of the extended-spectrum beta-lactamase (ESBL) strains complicates the treatment and exacerbates life-threatening infections. The comprehensive analysis of the resistance mechanisms combined with identifying the relevant genes amend the implications encountered with the devastating effects generated by the pathogenic microorganisms. This study sought about the prevalence of ESBL-producing E. coli in UTIs patients in Jordan, focusing on the prevalence of blaOXA and blaCTX-M resistance genes.",BMC microbiology,2025,Ayman Alsheikh; Abdalla Abuawwad; Israa Yousef; Dhia'a Abueswailem; Hafez Al-Momani; Walid Aburayyan; Nesrin Seder; Montasir Al-Mansi; Mohammad Al-Najjar; Lana Al-Shoubaki; Yaqeen Rjoub; Nawal Al-Zaa'q,"['Humans', 'Jordan', 'Urinary Tract Infections', 'Escherichia coli', 'beta-Lactamases', 'Escherichia coli Infections', 'Female', 'Male', 'Middle Aged', 'Adult', 'Anti-Bacterial Agents', 'Aged', 'Escherichia coli Proteins', 'Hospitals', 'Adolescent', 'Young Adult', 'Microbial Sensitivity Tests', 'Prevalence', 'Drug Resistance, Multiple, Bacterial', 'Child', 'Child, Preschool', 'Aged, 80 and over']","['Escherichia Coli (E. Coli)', 'Extended Spectrum β-Lactamase (ESBL)', 'Jordan', 'Urinary Tract Infection (UTI)']",2
40826339,"Prevalence and determinants of multidrug-resistant uropathogenic Klebsiella species and associated antimicrobial resistance genes in Port Harcourt, Nigeria.",The increasing prevalence of multidrug-resistant (MDR) Klebsiella species in urinary tract infections (UTIs) poses substantial challenges for effective treatment and management. This study aimed to investigate the prevalence and determinants of MDR uropathogenic Klebsiella species and associated antimicrobial resistance genes among presumptive UTI patients in Port Harcourt.,BMC infectious diseases,2025,Moore Ikechi Mike-Ogburia; Tombari Pius Monsi; Easter Godwin Nwokah,"['Humans', 'Nigeria', 'Female', 'Male', 'Klebsiella Infections', 'Cross-Sectional Studies', 'Drug Resistance, Multiple, Bacterial', 'Klebsiella', 'Prevalence', 'Adult', 'Urinary Tract Infections', 'Middle Aged', 'Anti-Bacterial Agents', 'Microbial Sensitivity Tests', 'Young Adult', 'Aged', 'Adolescent']","['Klebsiella', 'Antimicrobial resistance genes', 'Multidrug resistance', 'Port Harcourt', 'Urinary tract infections']",2
39950007,Handshake antimicrobial stewardship for adult surgical patients.,Evaluate the effects of handshake stewardship on adult general surgical units.,Antimicrobial stewardship & healthcare epidemiology : ASHE,2025,Abby Kosharek; Elizabeth Neuner; Emily Welch; Spenser January; Alice Bewley; Kevin Hsueh; Sena Sayood,[],[],2
39837366,"The impact of antimicrobial stewardship ward rounds on antimicrobial use and predictors of advice, uptake, and outcomes.",To identify the impact of introducing antimicrobial stewardship (AMS) ward rounds.,The Journal of infection,2025,David W Eyre; Gemma Pill; Bee Yean Ng; Caroline Herin; Bernadette O'Riordan; Douglas Izzard; Louise Dunsmure; Stephane Paulus; Katie Jeffery; Nicola Jones,"['Humans', 'Antimicrobial Stewardship', 'Anti-Bacterial Agents', 'Drug Utilization', 'Interrupted Time Series Analysis', 'Teaching Rounds', 'Length of Stay', 'Female', 'Male']","['Antibiotic use', 'Antimicrobial stewardship', 'Multidisciplinary team']",2
37166794,Implementation of an Antibiotic Stewardship Initiative in a Large Urgent Care Network.,Urgent Care (UC) encounters result in more inappropriate antibiotic prescriptions than other outpatient setting. Few stewardship interventions have focused on UC.,JAMA network open,2023,Edward Stenehjem; Anthony Wallin; Park Willis; Naresh Kumar; Allan M Seibert; Whitney R Buckel; Valoree Stanfield; Kimberly D Brunisholz; Nora Fino; Matthew H Samore; Rajendu Srivastava; Lauri A Hicks; Adam L Hersh,"['Humans', 'Female', 'Adult', 'Male', 'Respiratory Tract Infections', 'Antimicrobial Stewardship', 'Sinusitis', 'Anti-Bacterial Agents', 'Ambulatory Care']",[],2
37042682,Antibiotic clinical decision support for pneumonia in the ED: A randomized trial.,Electronic health record-based clinical decision support (CDS) is a promising antibiotic stewardship strategy. Few studies have evaluated the effectiveness of antibiotic CDS in the pediatric emergency department (ED).,Journal of hospital medicine,2023,Derek J Williams; Judith M Martin; Hui Nian; Asli O Weitkamp; Jason Slagle; Robert W Turer; Srinivasan Suresh; Jakobi Johnson; Justine Stassun; Shari L Just; Carrie Reale; Russ Beebe; Donald H Arnold; James W Antoon; Nancy S Rixe; Laura F Sartori; Robert E Freundlich; Krow Ampofo; Andrew T Pavia; Joshua C Smith; Matthew B Weinger; Yuwei Zhu; Carlos G Grijalva,"['Child', 'Humans', 'United States', 'Anti-Bacterial Agents', 'Decision Support Systems, Clinical', 'Pneumonia', 'Antimicrobial Stewardship', 'Emergency Service, Hospital']",[],2
31620836,The association of cardiovascular failure with treatment for ventilator-associated lower respiratory tract infection.,"Ventilator associated-lower respiratory tract infections (VA-LRTIs), either ventilator-associated pneumonia (VAP) or tracheobronchitis (VAT), accounts for most nosocomial infections in intensive care units (ICU) including. Our aim was to determine if appropriate antibiotic treatment in patients with VA-LRTI will effectively reduce mortality in patients who had cardiovascular failure.",Intensive care medicine,2019,Ignacio Martin-Loeches; Antoni Torres; Pedro Povoa; Fernando G Zampieri; Jorge Salluh; Saad Nseir; Miquel Ferrer; Alejandro Rodriguez,"['Adult', 'Aged', 'Anti-Bacterial Agents', 'Cardiovascular Diseases', 'Cohort Studies', 'Female', 'Humans', 'Male', 'Middle Aged', 'Pneumonia, Ventilator-Associated', 'Respiratory Tract Infections', 'Risk Factors']","['Antibiotic stewardship', 'Pneumonia', 'SEPSIS', 'VA-LRTI', 'VAP', 'VAT']",2
33287894,Burden of carbapenem non-susceptible infections in high-risk patients: systematic literature review and meta-analysis.,"Owing to their resistance to an important class of antibiotics, the prevention and treatment of carbapenem-resistant (CR)/non-susceptible Gram-negative (GN) infections has become an important public health objective. We conducted a systematic review and meta-analysis of published literature to evaluate the burden of CR GN infections, focusing on high-risk patients such as transplant recipients, or patients with cancer, renal impairment, or sepsis.",Antimicrobial resistance and infection control,2020,Esther E Avendano; Gowri Raman; Jeffrey Chan; Eilish McCann,"['Aged', 'Carbapenems', 'Cost of Illness', 'Drug Resistance, Bacterial', 'Female', 'Gram-Negative Bacterial Infections', 'Humans', 'Length of Stay', 'Male', 'Middle Aged']","['Carbapenem-resistance', 'Gram-negative', 'High-risk', 'Mortality']",2
32986609,Association of kidney function with effectiveness of procalcitonin-guided antibiotic treatment: a patient-level meta-analysis from randomized controlled trials.,Patients with impaired kidney function have a significantly slower decrease of procalcitonin (PCT) levels during infection. Our aim was to study PCT-guided antibiotic stewardship and clinical outcomes in patients with impairments of kidney function as assessed by creatinine levels measured upon hospital admission.,Clinical chemistry and laboratory medicine,2020,Eva Heilmann; Claudia Gregoriano; Yannick Wirz; Charles-Edouard Luyt; Michel Wolff; Jean Chastre; Florence Tubach; Mirjam Christ-Crain; Lila Bouadma; Djillali Annane; Pierre Damas; Kristina B Kristoffersen; Carolina F Oliveira; Daiana Stolz; Michael Tamm; Evelien de Jong; Konrad Reinhart; Yahya Shehabi; Alessia Verduri; Vandack Nobre; Maarten Nijsten; Dylan W deLange; Jos A H van Oers; Albertus Beishuizen; Armand R J Girbes; Beat Mueller; Philipp Schuetz,"['Adult', 'Aged', 'Aged, 80 and over', 'Anti-Bacterial Agents', 'Antimicrobial Stewardship', 'Biomarkers', 'Drug Utilization', 'Female', 'Hospitalization', 'Humans', 'Kidney', 'Length of Stay', 'Male', 'Middle Aged', 'Mortality', 'Practice Guidelines as Topic', 'Procalcitonin', 'Randomized Controlled Trials as Topic', 'Renal Insufficiency, Chronic', 'Risk Assessment', 'Time Factors', 'Treatment Outcome']","['antibiotic stewardship', 'chronic kidney disease', 'procalcitonin']",2
