study_id,pmid,title,screening_date,include,reasons,exclusion_reasons
STUDY_0369,34621721,"Trends of Antibiotic Use and Expenditure After an Intensified Antimicrobial Stewardship Policy at a 2,200-Bed Teaching Hospital in China.",2025-10-13T10:03:42.892991,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['study_design: No RCT or ITS design identified']
STUDY_0370,34618025,The effectiveness of Check of Medication Appropriateness for antimicrobial stewardship: an interrupted time series analysis.,2025-10-13T10:03:42.893077,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['Outpatient or long-term care setting', 'Not original research']"
STUDY_0371,34492446,"Effects of antibiotic duration on the intestinal microbiota and resistome: The PIRATE RESISTANCE project, a cohort study nested within a randomized trial.",2025-10-13T10:03:42.893309,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified']"
STUDY_0372,39921440,"Antibiotics in decompensated liver disease - who, when and for how long?",2025-10-13T10:03:42.893412,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['intervention: No stewardship intervention identified']
STUDY_0373,39881259,Modeling and simulation of distribution and drug resistance of major pathogens in patients with respiratory system infections.,2025-10-13T10:03:42.893474,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting']"
STUDY_0374,39862301,Impact of reporting rapid susceptibility results in Gram negative bloodstream infections: a real world prospective study.,2025-10-13T10:03:42.893544,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['study_design: No RCT or ITS design identified']
STUDY_0375,39843534,Phage therapy could be key to conquering persistent bacterial lung infections in children.,2025-10-13T10:03:42.893610,False,"['study_design: RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'Pediatric population', 'Outpatient or long-term care setting']"
STUDY_0376,39532080,Prevention and Treatment of Neonatal Infections in Facility and Community Settings of Low- and Middle-Income Countries: A Descriptive Review.,2025-10-13T10:03:42.893675,False,"['study_design: RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified', 'Not original research']"
STUDY_0377,39402638,"Assessment of antibiotic consumption patterns in hospital and primary healthcare using WHO Access, Watch and Reserve classification (AWaRe) in Sichuan Western China: 2020.",2025-10-13T10:03:42.893771,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['study_design: No RCT or ITS design identified']
STUDY_0378,39325214,Usage of Antifungal Agents in Pediatric Patients Versus Adults: Knowledge and Gaps.,2025-10-13T10:03:42.893832,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'Pediatric population', 'Outpatient or long-term care setting']"
STUDY_0379,34021752,Improving outcomes and antibiotic stewardship (IOAS) for patients with Gram-positive bloodstream infections through use of rapid testing: a quasi-experimental multicentre study of the Accelerate PhenoTest™ BC Kit.,2025-10-13T10:03:42.893897,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified']"
STUDY_0380,33813935,Impact of a Rapid Blood Culture Diagnostic Panel on Time to Optimal Antimicrobial Therapy at a Veterans Affairs Medical Center.,2025-10-13T10:03:42.893976,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_0381,33728890,Development of a Fast Raman-Assisted Antibiotic Susceptibility Test (FRAST) for the Antibiotic Resistance Analysis of Clinical Urine and Blood Samples.,2025-10-13T10:03:42.894160,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'Outpatient or long-term care setting']"
STUDY_0382,33517926,Association between a rapid diagnostic test to detect methicillin-resistant ,2025-10-13T10:03:42.894236,True,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0383,31173597,Changes in resistance among coliform bacteraemia associated with a primary care antimicrobial stewardship intervention: A population-based interrupted time series study.,2025-10-13T10:03:42.894301,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']",['outcomes: No relevant outcomes identified']
STUDY_0384,30850252,Impact of syndrome-specific antimicrobial stewardship interventions on use of and resistance to fluoroquinolones: An interrupted time series analysis.,2025-10-13T10:03:42.894380,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']",['outcomes: No relevant outcomes identified']
STUDY_0385,36582770,Quantifying Gram-Negative Resistance to Empiric Treatment After Repeat ExpoSure To AntimicRobial Therapy (RESTART).,2025-10-13T10:03:42.894447,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting']"
STUDY_0386,36548137,Procalcitonin Evaluation of Antibiotic Use in COVID-19 Hospitalised Patients (PEACH): Protocol for a Retrospective Observational Study.,2025-10-13T10:03:42.894514,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'Outpatient or long-term care setting']"
STUDY_0387,34458392,Relationship of Multiplex Molecular Pneumonia Panel Results With Hospital Outcomes and Clinical Variables.,2025-10-13T10:03:42.894605,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_0388,30339254,An Assessment of Potential Unintended Consequences Following a National Antimicrobial Stewardship Program in England: An Interrupted Time Series Analysis.,2025-10-13T10:03:42.895242,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_0389,30285980,Implementation of the Smart Use of Antibiotics Program to Reduce Unnecessary Antibiotic Use in a Neonatal ICU: A Prospective Interrupted Time-Series Study in a Developing Country.,2025-10-13T10:03:42.895543,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['intervention: No stewardship intervention identified']
STUDY_0390,30076978,Antimicrobial consumption and impact of antimicrobial stewardship programmes in long-term care facilities.,2025-10-13T10:03:42.895666,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_0391,34238976,Impact of antifungal stewardship interventions on the susceptibility of colonized Candida species in pediatric patients with malignancy.,2025-10-13T10:03:42.896199,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['Pediatric population', 'Outpatient or long-term care setting']"
STUDY_0392,34225805,Antibiotic resistance and detection of plasmid mediated colistin resistance mcr-1 gene among Escherichia coli and Klebsiella pneumoniae isolated from clinical samples.,2025-10-13T10:03:42.896795,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'intervention: No stewardship intervention identified', 'Outpatient or long-term care setting']"
STUDY_0393,34052576,Impact of the FilmArray meningitis/encephalitis panel on antimicrobial duration among patients with suspected central nervous system infection.,2025-10-13T10:03:42.896934,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_0394,34871745,Impact of early antimicrobial stewardship intervention in patients with positive blood cultures: results from a randomized comparative study.,2025-10-13T10:03:42.897044,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_0395,34788689,Towards implementing an antibiotic stewardship programme (ASP) in Ecuador: evaluating antibiotic consumption and the impact of an ASP in a tertiary hospital according to World Health Organization (WHO) recommendations.,2025-10-13T10:03:42.897144,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['study_design: No RCT or ITS design identified']
STUDY_0396,37949816,Emulating a Target Trial of Shorter Compared to Longer Course of Antibiotic Therapy for Gram-Negative Bacteremia.,2025-10-13T10:03:42.897235,False,"['study_design: RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['population: Not hospital/acute care setting']
STUDY_0397,37883601,Bayesian modeling of the impact of antibiotic resistance on the efficiency of MRSA decolonization.,2025-10-13T10:03:42.897312,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified']"
STUDY_0398,37846280,Tailored Approach to Evaluation and Management of Early Onset Neonatal Sepsis in a Safety-Net Teaching Hospital in Northeast Florida.,2025-10-13T10:03:42.897448,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['Pediatric population', 'Outpatient or long-term care setting', 'Not original research']"
STUDY_0399,37048786,Patterns of Infections among Extremely Preterm Infants.,2025-10-13T10:03:42.897690,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'Pediatric population']"
STUDY_0400,34627499,"Narrow-spectrum antibiotics for community-acquired pneumonia in Dutch adults (CAP-PACT): a cross-sectional, stepped-wedge, cluster-randomised, non-inferiority, antimicrobial stewardship intervention trial.",2025-10-13T10:03:42.897867,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified']"
STUDY_0401,36548225,Study protocol for a randomized clinical trial to assess 7 versus 14-days of treatment for Pseudomonas aeruginosa bloodstream infections (SHORTEN-2 trial).,2025-10-13T10:03:42.906284,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_0402,36483375,Trends in hospital antibiotic utilization during the coronavirus disease 2019 (COVID-19) pandemic: A multicenter interrupted time-series analysis.,2025-10-13T10:03:42.906410,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['study_design: No RCT or ITS design identified']
STUDY_0403,29661158,Effect of an intervention targeting inappropriate continued empirical parenteral vancomycin use: a quasi-experimental study in a region of high MRSA prevalence.,2025-10-13T10:03:42.906478,True,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0404,29613975,Antibiotic Overuse in Premature Low Birth Weight Infants in a Developing Country.,2025-10-13T10:03:42.906540,False,"['study_design: RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'Pediatric population']"
STUDY_0405,29514268,Effects of primary care antimicrobial stewardship outreach on antibiotic use by general practice staff: pragmatic randomized controlled trial of the TARGET antibiotics workshop.,2025-10-13T10:03:42.906601,True,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0406,29484469,Short-course antibiotic therapy for critically ill patients treated for postoperative intra-abdominal infection: the DURAPOP randomised clinical trial.,2025-10-13T10:03:42.906658,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_0407,29325870,Impact of an infectious disease specialist on antifungal use: an interrupted time-series analysis in a tertiary hospital in Tokyo.,2025-10-13T10:03:42.906718,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']",['outcomes: No relevant outcomes identified']
STUDY_0408,34718456,Real-World Impact of the Accelerate PhenoTest BC Kit on Patients With Bloodstream Infections in the Improving Outcomes and Antimicrobial Stewardship Study: A Quasiexperimental Multicenter Study.,2025-10-13T10:03:42.906774,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'Outpatient or long-term care setting']"
STUDY_0409,34704795,Influence of Antimicrobial Stewardship and Molecular Rapid Diagnostic Tests on Antimicrobial Prescribing for Extended-Spectrum Beta-Lactamase- and Carbapenemase-Producing Escherichia coli and Klebsiella pneumoniae in Bloodstream Infection.,2025-10-13T10:03:42.906825,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['study_design: No RCT or ITS design identified']
STUDY_0410,34665855,Utility and Applicability of Rapid Diagnostic Testing in Antimicrobial Stewardship in the Asia-Pacific Region: A Delphi Consensus.,2025-10-13T10:03:42.906941,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_0411,34635960,"Antibacterial effects of Octenicept, and benzalkonium chloride on Acinetobacter baumannii strains isolated from clinical samples and determination of genetic diversity of isolates by RAPD-PCR method.",2025-10-13T10:03:42.907190,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'Outpatient or long-term care setting']"
STUDY_0412,36828661,Study protocol for PREPARE: a phase II feasibility/safety randomised controlled trial on PeRiopErative Penicillin AlleRgy TEsting.,2025-10-13T10:03:42.907276,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['Outpatient or long-term care setting']
STUDY_0413,35346373,Antimicrobial stewardship in high-risk febrile neutropenia patients.,2025-10-13T10:03:42.907360,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_0414,35279138,Contextual factors influencing physicians' perception of antibiotic prescribing in primary care in Germany - a prospective observational study.,2025-10-13T10:03:42.907421,False,"['study_design: RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']"
STUDY_0415,35141515,Assessment of preauthorization and 24-hour expert consultation as a restrictive antimicrobial stewardship bundle in a Brazilian tertiary-care hospital: an interrupted time series analysis.,2025-10-13T10:03:42.907521,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']",['outcomes: No relevant outcomes identified']
STUDY_0416,35100621,Impact of Education and Data Feedback on Antibiotic Prescribing for Urinary Tract Infections in the Emergency Department: An Interrupted Time-Series Analysis.,2025-10-13T10:03:42.907581,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified']"
STUDY_0417,35101615,"Multidrug-Resistant Bacteria Isolated From Surgical Site of Dogs, Surgeon's Hands and Operating Room in a Veterinary Teaching Hospital in Brazil.",2025-10-13T10:03:42.907643,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified']"
STUDY_0418,29177477,Impact of antimicrobial stewardship interventions on Clostridium difficile infection and clinical outcomes: segmented regression analyses.,2025-10-13T10:03:42.907825,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['Outpatient or long-term care setting']
STUDY_0419,29048511,Impact of Implementing National Guidelines on Antibiotic Prescriptions for Acute Respiratory Tract Infections in Pediatric Emergency Departments: An Interrupted Time Series Analysis.,2025-10-13T10:03:42.907874,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['outcomes: No relevant outcomes identified', 'Pediatric population']"
STUDY_0420,28961725,A framework for ensuring a balanced accounting of the impact of antimicrobial stewardship interventions.,2025-10-13T10:03:42.907937,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['Outpatient or long-term care setting', 'Not original research']"
STUDY_0421,28927475,Impact of Discontinuing Contact Precautions for MRSA and ESBLE in an Intensive Care Unit: A Prospective Noninferiority Before and After Study.,2025-10-13T10:03:42.908124,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0422,28824799,"An electronic trigger tool to optimise intravenous to oral antibiotic switch: a controlled, interrupted time series study.",2025-10-13T10:03:42.908334,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']",['outcomes: No relevant outcomes identified']
STUDY_0423,28758610,Reducing Second Gram-Negative Antibiotic Therapy on Pediatric Oncology and Hematopoietic Stem Cell Transplantation Services.,2025-10-13T10:03:42.908706,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['Pediatric population']
STUDY_0424,28601833,Targeted simplification versus antipseudomonal broad-spectrum beta-lactams in patients with bloodstream infections due to ,2025-10-13T10:03:42.909069,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified']"
STUDY_0425,35027473,Multicentre evaluation of two multiplex PCR platforms for the rapid microbiological investigation of nosocomial pneumonia in UK ICUs: the INHALE WP1 study.,2025-10-13T10:03:42.909477,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_0426,36009945,Control of Healthcare-Associated Carbapenem-Resistant ,2025-10-13T10:03:42.909654,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0427,35947070,New approaches to management of fever and neutropenia in high-risk patients.,2025-10-13T10:03:42.909953,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'intervention: No stewardship intervention identified']"
STUDY_0428,35915452,"Impact of rapid molecular testing on diagnosis, treatment and management of community-acquired pneumonia in Norway: a pragmatic randomised controlled trial (CAPNOR).",2025-10-13T10:03:42.910240,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']",['outcomes: No relevant outcomes identified']
STUDY_0429,35870478,"Impact of interactive computerised decision support for hospital antibiotic use (COMPASS): an open-label, cluster-randomised trial in three Swiss hospitals.",2025-10-13T10:03:42.910436,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['study_design: No RCT or ITS design identified']
STUDY_0430,35720136,Impact of an Antimicrobial Stewardship Intervention on Usage of Antibiotics in Coronavirus Disease-2019 at a Tertiary Care Teaching Hospital in India.,2025-10-13T10:03:42.910716,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['study_design: No RCT or ITS design identified']
STUDY_0431,35714830,Effectiveness of an enhanced antibiotic stewardship programme among paediatric patients in a tertiary hospital in Vietnam.,2025-10-13T10:03:42.911134,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified']"
STUDY_0432,36595501,Impact of the COVID-19 pandemic and multiplex polymerase chain reaction test on outpatient antibiotic prescriptions for pediatric respiratory infection.,2025-10-13T10:03:42.911348,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['Pediatric population', 'Outpatient or long-term care setting']"
STUDY_0433,36268822,"Clinical and Ecological Impact of an Educational Program to Optimize Antibiotic Treatments in Nursing Homes (PROA-SENIOR): A Cluster, Randomized, Controlled Trial and Interrupted Time-Series Analysis.",2025-10-13T10:03:42.911731,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_0434,35697179,"Diagnosis and management of infections caused by multidrug-resistant bacteria: guideline endorsed by the Italian Society of Infection and Tropical Diseases (SIMIT), the Italian Society of Anti-Infective Therapy (SITA), the Italian Group for Antimicrobial Stewardship (GISA), the Italian Association of Clinical Microbiologists (AMCLI) and the Italian Society of Microbiology (SIM).",2025-10-13T10:03:42.911954,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting', 'Not original research']"
STUDY_0435,37383293,Optimizing antibiotic use in Indonesia: A systematic review and evidence synthesis to inform opportunities for intervention.,2025-10-13T10:03:42.912180,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'Outpatient or long-term care setting', 'Not original research']"
STUDY_0436,35597993,A multimodal intervention to optimise antimicrobial use in residential aged care facilities (ENGAGEMENT): protocol for a stepped-wedge cluster randomised trial.,2025-10-13T10:03:42.912327,False,"['study_design: RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['population: Not hospital/acute care setting']
STUDY_0437,35339675,Exposure to World Health Organization's AWaRe antibiotics and isolation of multidrug resistant bacteria: a systematic review and meta-analysis.,2025-10-13T10:03:42.912529,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'Not original research']"
STUDY_0438,34910130,Days of Antibiotic Spectrum Coverage: A Novel Metric for Inpatient Antibiotic Consumption.,2025-10-13T10:03:42.912614,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['study_design: No RCT or ITS design identified']
STUDY_0439,34751941,Antimicrobial Stewardship with and without Infectious Diseases Specialist Services to Improve Quality-of-Care in Secondary and Tertiary Care Hospitals in Germany: Study Protocol of the ID ROLL OUT Study.,2025-10-13T10:03:42.912698,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified']"
STUDY_0440,35733340,"Duration of Gram-negative antibiotic therapy in patients with pneumonia prior to and after the implementation of MRSA nasal swabs, an antimicrobial stewardship tool.",2025-10-13T10:03:42.912799,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['study_design: No RCT or ITS design identified']
STUDY_0441,35698179,Sepsis: emerging pathogens and antimicrobial resistance in Ethiopian referral hospitals.,2025-10-13T10:03:42.913288,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'intervention: No stewardship intervention identified']"
STUDY_0442,35656953,"The susceptibility pattern and distribution of blaOXA-23 genes of clinical isolate Acinetobacter baumannii in a tertiary hospital, Indonesia.",2025-10-13T10:03:42.913449,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
