study_id,pmid,form_section,field_name,value,confidence,notes,extraction_date
STUDY_0127,35043005,study_characteristics,study_design,Cohort,High,Generated,2025-10-13
STUDY_0127,35043005,intervention_details,intervention_category,Multidisciplinary ASP team,High,Generated,2025-10-13
STUDY_0127,35043005,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0127,35043005,outcome_data,effect_estimate,0.43,High,Generated,2025-10-13
STUDY_0127,35043005,outcome_data,confidence_interval_lower,0.21,High,Generated,2025-10-13
STUDY_0127,35043005,outcome_data,confidence_interval_upper,0.70,High,Generated,2025-10-13
STUDY_0127,35043005,outcome_data,baseline_value,15.0,High,Generated,2025-10-13
STUDY_0127,35043005,outcome_data,post_value,11.7,High,Generated,2025-10-13
STUDY_0128,35043006,study_characteristics,title,Impact of Post-prescription review on Hospital Mortality: RCT Study,High,Generated,2025-10-13
STUDY_0128,35043006,study_characteristics,study_design,RCT,High,Generated,2025-10-13
STUDY_0128,35043006,intervention_details,intervention_category,Post-prescription review,High,Generated,2025-10-13
STUDY_0128,35043006,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0128,35043006,outcome_data,effect_estimate,0.42,High,Generated,2025-10-13
STUDY_0128,35043006,outcome_data,confidence_interval_lower,0.19,High,Generated,2025-10-13
STUDY_0128,35043006,outcome_data,confidence_interval_upper,0.70,High,Generated,2025-10-13
STUDY_0128,35043006,outcome_data,baseline_value,16.0,High,Generated,2025-10-13
STUDY_0128,35043006,outcome_data,post_value,12.3,High,Generated,2025-10-13
STUDY_0129,35043007,study_characteristics,title,Impact of Guideline implementation on Hospital Mortality: Quasi-experimental Study,High,Generated,2025-10-13
STUDY_0129,35043007,study_characteristics,study_design,Quasi-experimental,High,Generated,2025-10-13
STUDY_0129,35043007,intervention_details,intervention_category,Guideline implementation,High,Generated,2025-10-13
STUDY_0129,35043007,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0129,35043007,outcome_data,effect_estimate,0.41,High,Generated,2025-10-13
STUDY_0129,35043007,outcome_data,confidence_interval_lower,0.17,High,Generated,2025-10-13
STUDY_0129,35043007,outcome_data,confidence_interval_upper,0.70,High,Generated,2025-10-13
STUDY_0129,35043007,outcome_data,baseline_value,17.0,High,Generated,2025-10-13
STUDY_0129,35043007,outcome_data,post_value,12.9,High,Generated,2025-10-13
STUDY_0130,35043008,study_characteristics,title,Impact of Prospective audit & feedback on Hospital Mortality: ITS Study,High,Generated,2025-10-13
STUDY_0130,35043008,study_characteristics,study_design,ITS,High,Generated,2025-10-13
STUDY_0130,35043008,intervention_details,intervention_category,Prospective audit & feedback,High,Generated,2025-10-13
STUDY_0130,35043008,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0130,35043008,outcome_data,effect_estimate,0.70,High,Generated,2025-10-13
STUDY_0130,35043008,outcome_data,confidence_interval_lower,0.55,High,Generated,2025-10-13
STUDY_0130,35043008,outcome_data,confidence_interval_upper,0.90,High,Generated,2025-10-13
STUDY_0130,35043008,outcome_data,baseline_value,8.0,High,Generated,2025-10-13
STUDY_0130,35043008,outcome_data,post_value,6.0,High,Generated,2025-10-13
STUDY_0131,35043009,study_characteristics,title,Impact of Rapid diagnostic stewardship on Hospital Mortality: Cohort Study,High,Generated,2025-10-13
STUDY_0131,35043009,study_characteristics,study_design,Cohort,High,Generated,2025-10-13
STUDY_0131,35043009,intervention_details,intervention_category,Rapid diagnostic stewardship,High,Generated,2025-10-13
STUDY_0131,35043009,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0131,35043009,outcome_data,effect_estimate,0.69,High,Generated,2025-10-13
STUDY_0131,35043009,outcome_data,confidence_interval_lower,0.53,High,Generated,2025-10-13
STUDY_0131,35043009,outcome_data,confidence_interval_upper,0.90,High,Generated,2025-10-13
STUDY_0131,35043009,outcome_data,baseline_value,9.0,High,Generated,2025-10-13
STUDY_0131,35043009,outcome_data,post_value,6.7,High,Generated,2025-10-13
STUDY_0132,35043010,study_characteristics,title,Impact of Multidisciplinary ASP team on Hospital Mortality: RCT Study,High,Generated,2025-10-13
STUDY_0132,35043010,study_characteristics,study_design,RCT,High,Generated,2025-10-13
STUDY_0132,35043010,intervention_details,intervention_category,Multidisciplinary ASP team,High,Generated,2025-10-13
STUDY_0132,35043010,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0132,35043010,outcome_data,effect_estimate,0.68,High,Generated,2025-10-13
STUDY_0132,35043010,outcome_data,confidence_interval_lower,0.51,High,Generated,2025-10-13
STUDY_0132,35043010,outcome_data,confidence_interval_upper,0.90,High,Generated,2025-10-13
STUDY_0132,35043010,outcome_data,baseline_value,10.0,High,Generated,2025-10-13
STUDY_0132,35043010,outcome_data,post_value,7.3,High,Generated,2025-10-13
STUDY_0133,35043011,study_characteristics,title,Impact of Post-prescription review on Hospital Mortality: Quasi-experimental Study,High,Generated,2025-10-13
STUDY_0133,35043011,study_characteristics,study_design,Quasi-experimental,High,Generated,2025-10-13
STUDY_0133,35043011,intervention_details,intervention_category,Post-prescription review,High,Generated,2025-10-13
STUDY_0133,35043011,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0133,35043011,outcome_data,effect_estimate,0.67,High,Generated,2025-10-13
STUDY_0133,35043011,outcome_data,confidence_interval_lower,0.49,High,Generated,2025-10-13
STUDY_0133,35043011,outcome_data,confidence_interval_upper,0.90,High,Generated,2025-10-13
STUDY_0133,35043011,outcome_data,baseline_value,11.0,High,Generated,2025-10-13
STUDY_0133,35043011,outcome_data,post_value,7.9,High,Generated,2025-10-13
STUDY_0134,35043012,study_characteristics,title,Impact of Guideline implementation on Hospital Mortality: ITS Study,High,Generated,2025-10-13
STUDY_0134,35043012,study_characteristics,study_design,ITS,High,Generated,2025-10-13
STUDY_0134,35043012,intervention_details,intervention_category,Guideline implementation,High,Generated,2025-10-13
STUDY_0134,35043012,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0134,35043012,outcome_data,effect_estimate,0.66,High,Generated,2025-10-13
STUDY_0134,35043012,outcome_data,confidence_interval_lower,0.47,High,Generated,2025-10-13
STUDY_0134,35043012,outcome_data,confidence_interval_upper,0.90,High,Generated,2025-10-13
STUDY_0134,35043012,outcome_data,baseline_value,12.0,High,Generated,2025-10-13
STUDY_0134,35043012,outcome_data,post_value,8.5,High,Generated,2025-10-13
STUDY_0135,35043013,study_characteristics,title,Impact of Prospective audit & feedback on Hospital Mortality: Cohort Study,High,Generated,2025-10-13
STUDY_0135,35043013,study_characteristics,study_design,Cohort,High,Generated,2025-10-13
STUDY_0135,35043013,intervention_details,intervention_category,Prospective audit & feedback,High,Generated,2025-10-13
STUDY_0135,35043013,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0135,35043013,outcome_data,effect_estimate,0.65,High,Generated,2025-10-13
STUDY_0135,35043013,outcome_data,confidence_interval_lower,0.45,High,Generated,2025-10-13
STUDY_0135,35043013,outcome_data,confidence_interval_upper,0.90,High,Generated,2025-10-13
STUDY_0135,35043013,outcome_data,baseline_value,13.0,High,Generated,2025-10-13
STUDY_0135,35043013,outcome_data,post_value,9.1,High,Generated,2025-10-13
STUDY_0136,35043014,study_characteristics,title,Impact of Rapid diagnostic stewardship on Hospital Mortality: RCT Study,High,Generated,2025-10-13
STUDY_0136,35043014,study_characteristics,study_design,RCT,High,Generated,2025-10-13
STUDY_0136,35043014,intervention_details,intervention_category,Rapid diagnostic stewardship,High,Generated,2025-10-13
STUDY_0136,35043014,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0136,35043014,outcome_data,effect_estimate,0.64,High,Generated,2025-10-13
STUDY_0136,35043014,outcome_data,confidence_interval_lower,0.43,High,Generated,2025-10-13
STUDY_0136,35043014,outcome_data,confidence_interval_upper,0.90,High,Generated,2025-10-13
STUDY_0136,35043014,outcome_data,baseline_value,14.0,High,Generated,2025-10-13
STUDY_0136,35043014,outcome_data,post_value,9.7,High,Generated,2025-10-13
STUDY_0137,35043015,study_characteristics,title,Impact of Multidisciplinary ASP team on Hospital Mortality: Quasi-experimental Study,High,Generated,2025-10-13
STUDY_0137,35043015,study_characteristics,study_design,Quasi-experimental,High,Generated,2025-10-13
STUDY_0137,35043015,intervention_details,intervention_category,Multidisciplinary ASP team,High,Generated,2025-10-13
STUDY_0137,35043015,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0137,35043015,outcome_data,effect_estimate,0.63,High,Generated,2025-10-13
STUDY_0137,35043015,outcome_data,confidence_interval_lower,0.41,High,Generated,2025-10-13
STUDY_0137,35043015,outcome_data,confidence_interval_upper,0.90,High,Generated,2025-10-13
STUDY_0137,35043015,outcome_data,baseline_value,15.0,High,Generated,2025-10-13
STUDY_0137,35043015,outcome_data,post_value,10.2,High,Generated,2025-10-13
STUDY_0138,35043016,study_characteristics,title,Impact of Post-prescription review on Hospital Mortality: ITS Study,High,Generated,2025-10-13
STUDY_0138,35043016,study_characteristics,study_design,ITS,High,Generated,2025-10-13
STUDY_0138,35043016,intervention_details,intervention_category,Post-prescription review,High,Generated,2025-10-13
STUDY_0138,35043016,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0138,35043016,outcome_data,effect_estimate,0.62,High,Generated,2025-10-13
STUDY_0138,35043016,outcome_data,confidence_interval_lower,0.39,High,Generated,2025-10-13
STUDY_0138,35043016,outcome_data,confidence_interval_upper,0.90,High,Generated,2025-10-13
STUDY_0138,35043016,outcome_data,baseline_value,16.0,High,Generated,2025-10-13
STUDY_0138,35043016,outcome_data,post_value,10.7,High,Generated,2025-10-13
STUDY_0139,35043017,study_characteristics,title,Impact of Guideline implementation on Hospital Mortality: Cohort Study,High,Generated,2025-10-13
STUDY_0139,35043017,study_characteristics,study_design,Cohort,High,Generated,2025-10-13
STUDY_0139,35043017,intervention_details,intervention_category,Guideline implementation,High,Generated,2025-10-13
STUDY_0139,35043017,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0139,35043017,outcome_data,effect_estimate,0.61,High,Generated,2025-10-13
STUDY_0139,35043017,outcome_data,confidence_interval_lower,0.37,High,Generated,2025-10-13
STUDY_0139,35043017,outcome_data,confidence_interval_upper,0.90,High,Generated,2025-10-13
STUDY_0139,35043017,outcome_data,baseline_value,17.0,High,Generated,2025-10-13
STUDY_0139,35043017,outcome_data,post_value,11.2,High,Generated,2025-10-13
STUDY_0140,35043018,study_characteristics,title,Impact of Prospective audit & feedback on Hospital Mortality: RCT Study,High,Generated,2025-10-13
STUDY_0140,35043018,study_characteristics,study_design,RCT,High,Generated,2025-10-13
STUDY_0140,35043018,intervention_details,intervention_category,Prospective audit & feedback,High,Generated,2025-10-13
STUDY_0140,35043018,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0140,35043018,outcome_data,effect_estimate,0.60,High,Generated,2025-10-13
STUDY_0140,35043018,outcome_data,confidence_interval_lower,0.45,High,Generated,2025-10-13
STUDY_0140,35043018,outcome_data,confidence_interval_upper,0.80,High,Generated,2025-10-13
STUDY_0140,35043018,outcome_data,baseline_value,8.0,High,Generated,2025-10-13
STUDY_0140,35043018,outcome_data,post_value,6.8,High,Generated,2025-10-13
STUDY_0141,35043019,study_characteristics,title,Impact of Rapid diagnostic stewardship on Hospital Mortality: Quasi-experimental Study,High,Generated,2025-10-13
STUDY_0141,35043019,study_characteristics,study_design,Quasi-experimental,High,Generated,2025-10-13
STUDY_0141,35043019,intervention_details,intervention_category,Rapid diagnostic stewardship,High,Generated,2025-10-13
STUDY_0141,35043019,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0141,35043019,outcome_data,effect_estimate,0.59,High,Generated,2025-10-13
STUDY_0141,35043019,outcome_data,confidence_interval_lower,0.43,High,Generated,2025-10-13
STUDY_0141,35043019,outcome_data,confidence_interval_upper,0.80,High,Generated,2025-10-13
STUDY_0141,35043019,outcome_data,baseline_value,9.0,High,Generated,2025-10-13
STUDY_0141,35043019,outcome_data,post_value,7.6,High,Generated,2025-10-13
STUDY_0142,35043020,study_characteristics,title,Impact of Multidisciplinary ASP team on Hospital Mortality: ITS Study,High,Generated,2025-10-13
STUDY_0142,35043020,study_characteristics,study_design,ITS,High,Generated,2025-10-13
STUDY_0142,35043020,intervention_details,intervention_category,Multidisciplinary ASP team,High,Generated,2025-10-13
STUDY_0142,35043020,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0142,35043020,outcome_data,effect_estimate,0.58,High,Generated,2025-10-13
STUDY_0142,35043020,outcome_data,confidence_interval_lower,0.41,High,Generated,2025-10-13
STUDY_0142,35043020,outcome_data,confidence_interval_upper,0.80,High,Generated,2025-10-13
STUDY_0142,35043020,outcome_data,baseline_value,10.0,High,Generated,2025-10-13
STUDY_0142,35043020,outcome_data,post_value,8.3,High,Generated,2025-10-13
STUDY_0143,35043021,study_characteristics,title,Impact of Post-prescription review on Hospital Mortality: Cohort Study,High,Generated,2025-10-13
STUDY_0143,35043021,study_characteristics,study_design,Cohort,High,Generated,2025-10-13
STUDY_0143,35043021,intervention_details,intervention_category,Post-prescription review,High,Generated,2025-10-13
STUDY_0143,35043021,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0143,35043021,outcome_data,effect_estimate,0.57,High,Generated,2025-10-13
STUDY_0143,35043021,outcome_data,confidence_interval_lower,0.39,High,Generated,2025-10-13
STUDY_0143,35043021,outcome_data,confidence_interval_upper,0.80,High,Generated,2025-10-13
STUDY_0143,35043021,outcome_data,baseline_value,11.0,High,Generated,2025-10-13
STUDY_0143,35043021,outcome_data,post_value,9.0,High,Generated,2025-10-13
STUDY_0144,35043022,study_characteristics,title,Impact of Guideline implementation on Hospital Mortality: RCT Study,High,Generated,2025-10-13
STUDY_0144,35043022,study_characteristics,study_design,RCT,High,Generated,2025-10-13
STUDY_0144,35043022,intervention_details,intervention_category,Guideline implementation,High,Generated,2025-10-13
STUDY_0144,35043022,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0144,35043022,outcome_data,effect_estimate,0.56,High,Generated,2025-10-13
STUDY_0144,35043022,outcome_data,confidence_interval_lower,0.37,High,Generated,2025-10-13
STUDY_0144,35043022,outcome_data,confidence_interval_upper,0.80,High,Generated,2025-10-13
STUDY_0144,35043022,outcome_data,baseline_value,12.0,High,Generated,2025-10-13
STUDY_0144,35043022,outcome_data,post_value,9.7,High,Generated,2025-10-13
STUDY_0145,35043023,study_characteristics,title,Impact of Prospective audit & feedback on Hospital Mortality: Quasi-experimental Study,High,Generated,2025-10-13
STUDY_0145,35043023,study_characteristics,study_design,Quasi-experimental,High,Generated,2025-10-13
STUDY_0145,35043023,intervention_details,intervention_category,Prospective audit & feedback,High,Generated,2025-10-13
STUDY_0145,35043023,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0145,35043023,outcome_data,effect_estimate,0.55,High,Generated,2025-10-13
STUDY_0145,35043023,outcome_data,confidence_interval_lower,0.35,High,Generated,2025-10-13
STUDY_0145,35043023,outcome_data,confidence_interval_upper,0.80,High,Generated,2025-10-13
STUDY_0145,35043023,outcome_data,baseline_value,13.0,High,Generated,2025-10-13
STUDY_0145,35043023,outcome_data,post_value,10.4,High,Generated,2025-10-13
STUDY_0146,35043024,study_characteristics,title,Impact of Rapid diagnostic stewardship on Hospital Mortality: ITS Study,High,Generated,2025-10-13
STUDY_0146,35043024,study_characteristics,study_design,ITS,High,Generated,2025-10-13
STUDY_0146,35043024,intervention_details,intervention_category,Rapid diagnostic stewardship,High,Generated,2025-10-13
STUDY_0146,35043024,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0146,35043024,outcome_data,effect_estimate,0.54,High,Generated,2025-10-13
STUDY_0146,35043024,outcome_data,confidence_interval_lower,0.33,High,Generated,2025-10-13
STUDY_0146,35043024,outcome_data,confidence_interval_upper,0.80,High,Generated,2025-10-13
STUDY_0146,35043024,outcome_data,baseline_value,14.0,High,Generated,2025-10-13
STUDY_0146,35043024,outcome_data,post_value,11.1,High,Generated,2025-10-13
STUDY_0147,35043025,study_characteristics,title,Impact of Multidisciplinary ASP team on Hospital Mortality: Cohort Study,High,Generated,2025-10-13
STUDY_0147,35043025,study_characteristics,study_design,Cohort,High,Generated,2025-10-13
STUDY_0147,35043025,intervention_details,intervention_category,Multidisciplinary ASP team,High,Generated,2025-10-13
STUDY_0147,35043025,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0147,35043025,outcome_data,effect_estimate,0.53,High,Generated,2025-10-13
STUDY_0147,35043025,outcome_data,confidence_interval_lower,0.31,High,Generated,2025-10-13
STUDY_0147,35043025,outcome_data,confidence_interval_upper,0.80,High,Generated,2025-10-13
STUDY_0147,35043025,outcome_data,baseline_value,15.0,High,Generated,2025-10-13
STUDY_0147,35043025,outcome_data,post_value,11.7,High,Generated,2025-10-13
STUDY_0148,35043026,study_characteristics,title,Impact of Post-prescription review on Hospital Mortality: RCT Study,High,Generated,2025-10-13
STUDY_0148,35043026,study_characteristics,study_design,RCT,High,Generated,2025-10-13
STUDY_0148,35043026,intervention_details,intervention_category,Post-prescription review,High,Generated,2025-10-13
STUDY_0148,35043026,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0148,35043026,outcome_data,effect_estimate,0.52,High,Generated,2025-10-13
STUDY_0148,35043026,outcome_data,confidence_interval_lower,0.29,High,Generated,2025-10-13
STUDY_0148,35043026,outcome_data,confidence_interval_upper,0.80,High,Generated,2025-10-13
STUDY_0148,35043026,outcome_data,baseline_value,16.0,High,Generated,2025-10-13
STUDY_0148,35043026,outcome_data,post_value,12.3,High,Generated,2025-10-13
STUDY_0149,35043027,study_characteristics,title,Impact of Guideline implementation on Hospital Mortality: Quasi-experimental Study,High,Generated,2025-10-13
STUDY_0149,35043027,study_characteristics,study_design,Quasi-experimental,High,Generated,2025-10-13
STUDY_0149,35043027,intervention_details,intervention_category,Guideline implementation,High,Generated,2025-10-13
STUDY_0149,35043027,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0149,35043027,outcome_data,effect_estimate,0.51,High,Generated,2025-10-13
STUDY_0149,35043027,outcome_data,confidence_interval_lower,0.27,High,Generated,2025-10-13
STUDY_0149,35043027,outcome_data,confidence_interval_upper,0.80,High,Generated,2025-10-13
STUDY_0149,35043027,outcome_data,baseline_value,17.0,High,Generated,2025-10-13
STUDY_0149,35043027,outcome_data,post_value,12.9,High,Generated,2025-10-13
STUDY_0150,35043028,study_characteristics,title,Impact of Prospective audit & feedback on Hospital Mortality: ITS Study,High,Generated,2025-10-13
STUDY_0150,35043028,study_characteristics,study_design,ITS,High,Generated,2025-10-13
STUDY_0150,35043028,intervention_details,intervention_category,Prospective audit & feedback,High,Generated,2025-10-13
STUDY_0150,35043028,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0150,35043028,outcome_data,effect_estimate,0.50,High,Generated,2025-10-13
STUDY_0150,35043028,outcome_data,confidence_interval_lower,0.35,High,Generated,2025-10-13
STUDY_0150,35043028,outcome_data,confidence_interval_upper,0.70,High,Generated,2025-10-13
STUDY_0150,35043028,outcome_data,baseline_value,8.0,High,Generated,2025-10-13
STUDY_0150,35043028,outcome_data,post_value,6.0,High,Generated,2025-10-13
STUDY_0151,35043029,study_characteristics,title,Impact of Rapid diagnostic stewardship on Hospital Mortality: Cohort Study,High,Generated,2025-10-13
STUDY_0151,35043029,study_characteristics,study_design,Cohort,High,Generated,2025-10-13
STUDY_0151,35043029,intervention_details,intervention_category,Rapid diagnostic stewardship,High,Generated,2025-10-13
STUDY_0151,35043029,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0151,35043029,outcome_data,effect_estimate,0.49,High,Generated,2025-10-13
STUDY_0151,35043029,outcome_data,confidence_interval_lower,0.33,High,Generated,2025-10-13
STUDY_0151,35043029,outcome_data,confidence_interval_upper,0.70,High,Generated,2025-10-13
STUDY_0151,35043029,outcome_data,baseline_value,9.0,High,Generated,2025-10-13
STUDY_0151,35043029,outcome_data,post_value,6.7,High,Generated,2025-10-13
STUDY_0152,35043030,study_characteristics,title,Impact of Multidisciplinary ASP team on Hospital Mortality: RCT Study,High,Generated,2025-10-13
STUDY_0152,35043030,study_characteristics,study_design,RCT,High,Generated,2025-10-13
STUDY_0152,35043030,intervention_details,intervention_category,Multidisciplinary ASP team,High,Generated,2025-10-13
STUDY_0152,35043030,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0152,35043030,outcome_data,effect_estimate,0.48,High,Generated,2025-10-13
STUDY_0152,35043030,outcome_data,confidence_interval_lower,0.31,High,Generated,2025-10-13
STUDY_0152,35043030,outcome_data,confidence_interval_upper,0.70,High,Generated,2025-10-13
STUDY_0152,35043030,outcome_data,baseline_value,10.0,High,Generated,2025-10-13
STUDY_0152,35043030,outcome_data,post_value,7.3,High,Generated,2025-10-13
STUDY_0153,35043031,study_characteristics,title,Impact of Post-prescription review on Hospital Mortality: Quasi-experimental Study,High,Generated,2025-10-13
STUDY_0153,35043031,study_characteristics,study_design,Quasi-experimental,High,Generated,2025-10-13
STUDY_0153,35043031,intervention_details,intervention_category,Post-prescription review,High,Generated,2025-10-13
STUDY_0153,35043031,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0153,35043031,outcome_data,effect_estimate,0.47,High,Generated,2025-10-13
STUDY_0153,35043031,outcome_data,confidence_interval_lower,0.29,High,Generated,2025-10-13
STUDY_0153,35043031,outcome_data,confidence_interval_upper,0.70,High,Generated,2025-10-13
STUDY_0153,35043031,outcome_data,baseline_value,11.0,High,Generated,2025-10-13
STUDY_0153,35043031,outcome_data,post_value,7.9,High,Generated,2025-10-13
STUDY_0154,35043032,study_characteristics,title,Impact of Guideline implementation on Hospital Mortality: ITS Study,High,Generated,2025-10-13
STUDY_0154,35043032,study_characteristics,study_design,ITS,High,Generated,2025-10-13
STUDY_0154,35043032,intervention_details,intervention_category,Guideline implementation,High,Generated,2025-10-13
STUDY_0154,35043032,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0154,35043032,outcome_data,effect_estimate,0.46,High,Generated,2025-10-13
STUDY_0154,35043032,outcome_data,confidence_interval_lower,0.27,High,Generated,2025-10-13
STUDY_0154,35043032,outcome_data,confidence_interval_upper,0.70,High,Generated,2025-10-13
STUDY_0154,35043032,outcome_data,baseline_value,12.0,High,Generated,2025-10-13
STUDY_0154,35043032,outcome_data,post_value,8.5,High,Generated,2025-10-13
STUDY_0155,35043033,study_characteristics,title,Impact of Prospective audit & feedback on Hospital Mortality: Cohort Study,High,Generated,2025-10-13
STUDY_0155,35043033,study_characteristics,study_design,Cohort,High,Generated,2025-10-13
STUDY_0155,35043033,intervention_details,intervention_category,Prospective audit & feedback,High,Generated,2025-10-13
STUDY_0155,35043033,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0155,35043033,outcome_data,effect_estimate,0.45,High,Generated,2025-10-13
STUDY_0155,35043033,outcome_data,confidence_interval_lower,0.25,High,Generated,2025-10-13
STUDY_0155,35043033,outcome_data,confidence_interval_upper,0.70,High,Generated,2025-10-13
STUDY_0155,35043033,outcome_data,baseline_value,13.0,High,Generated,2025-10-13
STUDY_0155,35043033,outcome_data,post_value,9.1,High,Generated,2025-10-13
STUDY_0156,35043034,study_characteristics,title,Impact of Rapid diagnostic stewardship on Hospital Mortality: RCT Study,High,Generated,2025-10-13
STUDY_0156,35043034,study_characteristics,study_design,RCT,High,Generated,2025-10-13
STUDY_0156,35043034,intervention_details,intervention_category,Rapid diagnostic stewardship,High,Generated,2025-10-13
STUDY_0156,35043034,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0156,35043034,outcome_data,effect_estimate,0.44,High,Generated,2025-10-13
STUDY_0156,35043034,outcome_data,confidence_interval_lower,0.23,High,Generated,2025-10-13
STUDY_0156,35043034,outcome_data,confidence_interval_upper,0.70,High,Generated,2025-10-13
STUDY_0156,35043034,outcome_data,baseline_value,14.0,High,Generated,2025-10-13
STUDY_0156,35043034,outcome_data,post_value,9.7,High,Generated,2025-10-13
STUDY_0157,35043035,study_characteristics,title,Impact of Multidisciplinary ASP team on Hospital Mortality: Quasi-experimental Study,High,Generated,2025-10-13
STUDY_0157,35043035,study_characteristics,study_design,Quasi-experimental,High,Generated,2025-10-13
STUDY_0157,35043035,intervention_details,intervention_category,Multidisciplinary ASP team,High,Generated,2025-10-13
STUDY_0157,35043035,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0157,35043035,outcome_data,effect_estimate,0.43,High,Generated,2025-10-13
STUDY_0157,35043035,outcome_data,confidence_interval_lower,0.21,High,Generated,2025-10-13
STUDY_0157,35043035,outcome_data,confidence_interval_upper,0.70,High,Generated,2025-10-13
STUDY_0157,35043035,outcome_data,baseline_value,15.0,High,Generated,2025-10-13
STUDY_0157,35043035,outcome_data,post_value,10.2,High,Generated,2025-10-13
STUDY_0158,35043036,study_characteristics,title,Impact of Post-prescription review on Hospital Mortality: ITS Study,High,Generated,2025-10-13
STUDY_0158,35043036,study_characteristics,study_design,ITS,High,Generated,2025-10-13
STUDY_0158,35043036,intervention_details,intervention_category,Post-prescription review,High,Generated,2025-10-13
STUDY_0158,35043036,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0158,35043036,outcome_data,effect_estimate,0.42,High,Generated,2025-10-13
STUDY_0158,35043036,outcome_data,confidence_interval_lower,0.19,High,Generated,2025-10-13
STUDY_0158,35043036,outcome_data,confidence_interval_upper,0.70,High,Generated,2025-10-13
STUDY_0158,35043036,outcome_data,baseline_value,16.0,High,Generated,2025-10-13
STUDY_0158,35043036,outcome_data,post_value,10.7,High,Generated,2025-10-13
STUDY_0159,35043037,study_characteristics,title,Impact of Guideline implementation on Hospital Mortality: Cohort Study,High,Generated,2025-10-13
STUDY_0159,35043037,study_characteristics,study_design,Cohort,High,Generated,2025-10-13
STUDY_0159,35043037,intervention_details,intervention_category,Guideline implementation,High,Generated,2025-10-13
STUDY_0159,35043037,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0159,35043037,outcome_data,effect_estimate,0.41,High,Generated,2025-10-13
STUDY_0159,35043037,outcome_data,confidence_interval_lower,0.17,High,Generated,2025-10-13
STUDY_0159,35043037,outcome_data,confidence_interval_upper,0.70,High,Generated,2025-10-13
STUDY_0159,35043037,outcome_data,baseline_value,17.0,High,Generated,2025-10-13
STUDY_0159,35043037,outcome_data,post_value,11.2,High,Generated,2025-10-13
STUDY_0160,35043038,study_characteristics,title,Impact of Prospective audit & feedback on Hospital Mortality: RCT Study,High,Generated,2025-10-13
STUDY_0160,35043038,study_characteristics,study_design,RCT,High,Generated,2025-10-13
STUDY_0160,35043038,intervention_details,intervention_category,Prospective audit & feedback,High,Generated,2025-10-13
STUDY_0160,35043038,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0160,35043038,outcome_data,effect_estimate,0.70,High,Generated,2025-10-13
STUDY_0160,35043038,outcome_data,confidence_interval_lower,0.55,High,Generated,2025-10-13
STUDY_0160,35043038,outcome_data,confidence_interval_upper,0.90,High,Generated,2025-10-13
STUDY_0160,35043038,outcome_data,baseline_value,8.0,High,Generated,2025-10-13
STUDY_0160,35043038,outcome_data,post_value,6.8,High,Generated,2025-10-13
STUDY_0161,35043039,study_characteristics,title,Impact of Rapid diagnostic stewardship on Hospital Mortality: Quasi-experimental Study,High,Generated,2025-10-13
STUDY_0161,35043039,study_characteristics,study_design,Quasi-experimental,High,Generated,2025-10-13
STUDY_0161,35043039,intervention_details,intervention_category,Rapid diagnostic stewardship,High,Generated,2025-10-13
